OBJECTID,CRASH ID,CRASH LEVEL CODE,CRASH LEVEL,CRASH TYPE (Code),CRASH TYPE,DATE,YEAR,DAY OF MONTH,MONTH,DAY (Code),DAY OF WEEK (Code),DAY OF WEEK,TIME (Military),CASE NUMBER,LATITUDE,LONGITUDE,x,y
57720,1126615,1,fatality,27,Head On,24/11/2021,2021,11,November,24,4,Wednesday,1735,20211124173502,35.273857,-80.808672,-8995580.579,4201160.715
57793,1126688,1,fatality,14,Pedestrian,25/11/2021,2021,11,November,25,5,Thursday,2158,20211125215803,35.305050,-80.858370,-9001112.937,4205414.823
57889,1126784,2,Serious injury,28,Sideswipe; same direction,27/11/2021,2021,11,November,27,7,Saturday,0552,20211127055200,35.212395,-80.865210,-9001874.362,4192783.305
58409,1127304,2,Serious injury,19,Fixed object,02/12/2021,2021,12,December,2,5,Thursday,1726,20211202161202,35.172870,-80.715545,-8985213.725,4187399.309
58539,1127434,1,fatality,1,Ran off road right,04/12/2021,2021,12,December,4,7,Saturday,1358,20211204135803,35.267039,-80.741609,-8988115.157,4200231.093
58547,1127442,2,Serious injury,23,Left turn; same roadway,05/12/2021,2021,12,December,5,1,Sunday,0113,20211205011302,35.276260,-80.727680,-8986564.588,4201488.379
58558,1127453,2,Serious injury,1,Ran off road right,05/12/2021,2021,12,December,5,1,Sunday,0908,20211205090802,35.288360,-80.822020,-8997066.472,4203138.433
58566,1127461,2,Serious injury,14,Pedestrian,05/12/2021,2021,12,December,5,1,Sunday,1801,20211205180101,35.265546,-80.884081,-9003975.073,4200027.535
58585,1127480,1,fatality,30,Angle,06/12/2021,2021,12,December,6,2,Monday,1137,20211206113705,35.207310,-80.711370,-8984748.966,4192090.493
58630,1127525,1,fatality,2,Ran off road left,06/12/2021,2021,12,December,6,2,Monday,2225,20211206222503,35.091200,-80.804040,-8995064.946,4176282.709
58716,1127611,2,Serious injury,14,Pedestrian,07/12/2021,2021,12,December,7,3,Tuesday,1910,20211207191401,35.303190,-80.751360,-8989200.634,4205161.11
59147,1128042,1,fatality,28,Sideswipe; same direction,11/12/2021,2021,12,December,11,7,Saturday,1322,20211211132200,35.290541,-80.912705,-9007161.483,4203435.878
59593,1128488,2,Serious injury,23,Left turn; same roadway,15/12/2021,2021,12,December,15,4,Wednesday,1627,20211215162705,35.211949,-80.782359,-8992651.428,4192722.538
59724,1128619,2,Serious injury,21,Rear end; slow or stop,17/12/2021,2021,12,December,17,6,Friday,1513,20211217151306,35.184847,-80.878394,-9003341.998,4189030.508
60111,1129006,2,Serious injury,21,Rear end; slow or stop,20/12/2021,2021,12,December,20,2,Monday,1908,20211220190803,35.203747,-80.754569,-8989557.858,4191605.072
60181,1129076,2,Serious injury,13,Other non-collision*,21/12/2021,2021,12,December,21,3,Tuesday,1717,20211221171700,35.130202,-80.995811,-9016412.802,4181590.116
60223,1129118,1,fatality,21,Rear end; slow or stop,22/12/2021,2021,12,December,22,4,Wednesday,0337,20211222034001,35.311770,-80.758540,-8989999.909,4206331.513
60387,1129282,2,Serious injury,14,Pedestrian,23/12/2021,2021,12,December,23,5,Thursday,1515,20211223151503,35.185875,-80.730035,-8986826.745,4189170.528
60594,1129489,1,fatality,27,Head On,26/12/2021,2021,12,December,26,1,Sunday,1847,20211226184700,35.175712,-80.719397,-8985642.528,4187786.352
60789,1129684,2,Serious injury,1,Ran off road right,29/12/2021,2021,12,December,29,4,Wednesday,1151,20211229115101,35.306181,-80.854754,-9000710.405,4205569.1
60943,1129838,1,fatality,14,Pedestrian,30/12/2021,2021,12,December,30,5,Thursday,1724,20211230172401,35.189889,-80.761995,-8990384.517,4189717.273
61140,1130035,2,Serious injury,14,Pedestrian,02/01/2022,2022,1,January,2,1,Sunday,0442,20220102044201,35.143930,-80.920280,-9008004.727,4183458.833
61287,1130182,1,fatality,27,Head On,03/01/2022,2022,1,January,3,2,Monday,1726,20220103172000,35.279193,-80.834390,-8998443.494,4201888.324
61313,1130208,1,fatality,23,Left turn; same roadway,04/01/2022,2022,1,January,4,3,Tuesday,0510,20220104051000,35.238830,-80.884540,-9004026.168,4196385.677
61439,1130334,2,Serious injury,14,Pedestrian,05/01/2022,2022,1,January,5,4,Wednesday,0700,20220105130103,35.030330,-80.820480,-8996895.038,4168004.564
61727,1130622,2,Serious injury,27,Head On,09/01/2022,2022,1,January,9,1,Sunday,0158,20220109015801,35.120050,-80.982610,-9014943.273,4180208.384
61731,1130626,2,Serious injury,30,Angle,09/01/2022,2022,1,January,9,1,Sunday,0220,20220109022101,35.333044,-80.789523,-8993448.922,4209234.048
61745,1130640,1,fatality,1,Ran off road right,09/01/2022,2022,1,January,9,1,Sunday,1249,20220109124901,35.220948,-80.902241,-9005996.635,4193948.718
61880,1130775,1,fatality,1,Ran off road right,11/01/2022,2022,1,January,11,3,Tuesday,0145,20220111014500,35.426407,-80.842770,-8999376.353,4221981.146
61948,1130843,1,fatality,30,Angle,11/01/2022,2022,1,January,11,3,Tuesday,2058,20220111205303,35.244351,-80.932019,-9009311.508,4197138.187
61955,1130850,2,Serious injury,2,Ran off road left,12/01/2022,2022,1,January,12,4,Wednesday,0318,20220112031802,35.219420,-80.780600,-8992455.617,4193740.507
62187,1131082,2,Serious injury,28,Sideswipe; same direction,15/01/2022,2022,1,January,15,7,Saturday,1915,20220115191800,35.212140,-80.762730,-8990466.337,4192748.561
62425,1131320,2,Serious injury,23,Left turn; same roadway,19/01/2022,2022,1,January,19,4,Wednesday,1616,20220119161600,35.248720,-80.815787,-8996372.617,4197733.717
62536,1131431,2,Serious injury,30,Angle,20/01/2022,2022,1,January,20,5,Thursday,2200,20220120220005,35.315170,-80.833570,-8998352.212,4206795.343
62689,1131584,2,Serious injury,14,Pedestrian,06/02/2022,2022,2,February,6,1,Sunday,2256,20220121225601,35.364408,-80.744310,-8988415.832,4213514.613
62852,1131747,1,fatality,2,Ran off road left,23/01/2022,2022,1,January,23,1,Sunday,1027,20220123102701,35.229536,-80.743112,-8988282.471,4195119.024
63042,1131937,2,Serious injury,21,Rear end; slow or stop,26/01/2022,2022,1,January,26,4,Wednesday,0728,20220126072802,35.336110,-80.841930,-8999282.844,4209652.423
63356,1132251,1,fatality,30,Angle,30/01/2022,2022,1,January,30,1,Sunday,1918,20220130191800,35.087482,-80.811888,-8995938.581,4175776.895
63644,1132539,1,fatality,14,Pedestrian,03/02/2022,2022,2,February,3,5,Thursday,0836,20220203083604,35.216140,-80.883720,-9003934.886,4193293.575
63725,1132620,2,Serious injury,14,Pedestrian,03/02/2022,2022,2,February,3,5,Thursday,2250,20220203200301,35.343940,-80.767200,-8990963.936,4210720.948
64116,1133011,1,fatality,1,Ran off road right,07/02/2022,2022,2,February,7,2,Monday,1842,20220207184201,35.304243,-80.722952,-8986038.269,4205304.744
64388,1133284,1,fatality,14,Pedestrian,10/02/2022,2022,2,February,10,5,Thursday,2107,20220210210700,35.311602,-80.837033,-8998737.712,4206308.595
64395,1133291,1,fatality,1,Ran off road right,11/02/2022,2022,2,February,11,6,Friday,0243,20220211024300,35.031686,-80.814962,-8996280.777,4168188.909
64514,1133410,2,Serious injury,2,Ran off road left,11/02/2022,2022,2,February,11,6,Friday,2350,20220211235600,35.093318,-80.842819,-8999381.805,4176570.862
64598,1133494,2,Serious injury,29,Sideswipe; opposite direction,12/02/2022,2022,2,February,12,7,Saturday,2042,20220212204200,35.335925,-80.712463,-8984870.639,4209627.178
64616,1133512,2,Serious injury,19,Fixed object,13/02/2022,2022,2,February,13,1,Sunday,0145,20220213014801,35.117880,-80.870610,-9002475.486,4179913.06
64690,1133586,1,fatality,24,Left turn; different roadways,14/02/2022,2022,2,February,14,2,Monday,0607,20220214060700,35.309850,-80.926120,-9008654.834,4206069.593
64694,1133590,1,fatality,14,Pedestrian,14/02/2022,2022,2,February,14,2,Monday,0654,20220214065401,35.337265,-80.758023,-8989942.357,4209810.034
64861,1133757,1,fatality,14,Pedestrian,15/02/2022,2022,2,February,15,3,Tuesday,1448,20220215144802,35.260454,-80.734785,-8987355.513,4199333.315
64884,1133780,2,Serious injury,14,Pedestrian,15/02/2022,2022,2,February,15,3,Tuesday,1717,20220215171703,35.219427,-80.723027,-8986046.618,4193741.461
65215,1134111,1,fatality,3,Ran off road straight ahead,19/02/2022,2022,2,February,19,7,Saturday,0219,20220219021200,35.203688,-80.748635,-8988897.288,4191597.035
65393,1134289,2,Serious injury,21,Rear end; slow or stop,21/02/2022,2022,2,February,21,2,Monday,1501,20220221150101,35.316508,-80.810870,-8995825.259,4206977.88
65633,1134529,2,Serious injury,23,Left turn; same roadway,24/02/2022,2022,2,February,24,5,Thursday,1453,20220224145301,35.332080,-80.744070,-8988389.115,4209102.507
65800,1134696,2,Serious injury,2,Ran off road left,25/02/2022,2022,2,February,26,7,Saturday,0015,20220226001501,35.358460,-80.895020,-9005192.798,4212702.701
66163,1135059,1,fatality,24,Left turn; different roadways,02/03/2022,2022,3,March,2,4,Wednesday,0854,20220302085402,35.225786,-80.613876,-8973895.981,4194607.989
66239,1135135,1,fatality,2,Ran off road left,02/03/2022,2022,3,March,2,4,Wednesday,1949,20220302194900,35.197896,-80.828690,-8997808.973,4190807.983
66343,1135239,1,fatality,14,Pedestrian,03/03/2022,2022,3,March,3,5,Thursday,2022,20220303202200,35.259529,-80.735398,-8987423.752,4199207.209
66634,1135530,2,Serious injury,27,Head On,06/03/2022,2022,3,March,6,1,Sunday,1924,20220306192403,35.153040,-80.879880,-9003507.419,4184699.101
66732,1135628,1,fatality,14,Pedestrian,07/03/2022,2022,3,March,8,3,Tuesday,0005,20220308000502,35.246664,-80.787916,-8993270.031,4197453.464
66770,1135666,1,fatality,14,Pedestrian,08/03/2022,2022,3,March,8,3,Tuesday,1333,20220308133300,35.314895,-80.700347,-8983521.892,4206757.827
66909,1135805,1,fatality,24,Left turn; different roadways,09/03/2022,2022,3,March,9,4,Wednesday,1851,20220309185101,35.303107,-80.803348,-8994987.914,4205149.789
66919,1135815,2,Serious injury,1,Ran off road right,09/03/2022,2022,3,March,9,4,Wednesday,2233,20220309223300,35.184840,-80.835490,-8998565.945,4189029.555
67622,1136518,2,Serious injury,2,Ran off road left,17/03/2022,2022,3,March,17,5,Thursday,1811,20220317181100,35.245400,-80.936030,-9009758.01,4197281.171
67778,1136674,1,fatality,2,Ran off road left,20/03/2022,2022,3,March,20,1,Sunday,0102,20220320010200,35.422109,-80.872716,-9002709.927,4221394.005
67946,1136842,1,fatality,2,Ran off road left,21/03/2022,2022,3,March,21,2,Monday,1746,20220321174601,35.238312,-80.897120,-9005426.568,4196315.076
68371,1137267,1,fatality,1,Ran off road right,25/03/2022,2022,3,March,25,6,Friday,1954,20220325195401,35.282240,-80.697500,-8983204.965,4202303.83
68394,1137290,2,Serious injury,2,Ran off road left,26/03/2022,2022,3,March,26,7,Saturday,0121,20220326012104,35.042114,-80.863045,-9001633.354,4169606.672
68395,1137291,2,Serious injury,14,Pedestrian,26/03/2022,2022,3,March,26,7,Saturday,0100,20220326012601,35.211500,-80.691620,-8982550.406,4192661.362
68507,1137403,2,Serious injury,2,Ran off road left,27/03/2022,2022,3,March,27,1,Sunday,0254,20220327025400,35.254440,-80.708890,-8984472.894,4198513.448
68767,1137663,2,Serious injury,30,Angle,30/03/2022,2022,3,March,30,4,Wednesday,0719,20220330071901,35.028240,-80.826530,-8997568.521,4167720.44
69391,1138287,1,fatality,14,Pedestrian,06/04/2022,2022,4,April,6,4,Wednesday,0950,20220406095003,35.322495,-80.827662,-8997694.537,4207794.691
69799,1138695,2,Serious injury,24,Left turn; different roadways,10/04/2022,2022,4,April,10,1,Sunday,2051,20220410205104,35.215790,-80.865750,-9001934.474,4193245.885
69883,1138779,2,Serious injury,27,Head On,11/04/2022,2022,4,April,11,2,Monday,1118,20220411183012,35.252810,-80.902060,-9005976.486,4198291.246
69978,1138874,1,fatality,1,Ran off road right,13/04/2022,2022,4,April,13,4,Wednesday,0514,20220413051402,35.099524,-81.007504,-9017714.461,4177415.228
70108,1139004,2,Serious injury,24,Left turn; different roadways,14/04/2022,2022,4,April,14,5,Thursday,1806,20220414180601,35.249220,-80.766590,-8990896.03,4197801.874
70424,1139320,2,Serious injury,30,Angle,20/04/2022,2022,4,April,20,4,Wednesday,1115,20220420111503,35.229488,-80.845733,-8999706.191,4195112.482
70885,1139781,2,Serious injury,27,Head On,25/04/2022,2022,4,April,25,2,Monday,2050,20220425205002,35.169623,-80.904730,-9006273.709,4186957.126
70968,1139864,1,fatality,1,Ran off road right,26/04/2022,2022,4,April,26,3,Tuesday,1609,20220426160903,35.404200,-80.801270,-8994756.593,4218947.828
71363,1140259,2,Serious injury,30,Angle,30/04/2022,2022,4,April,30,7,Saturday,1616,20220430161600,35.225943,-80.904326,-9006228.736,4194629.382
71390,1140286,1,fatality,23,Left turn; same roadway,30/04/2022,2022,4,April,30,7,Saturday,2010,20220430201000,35.318804,-80.729515,-8986768.86,4207291.118
71542,1140438,2,Serious injury,14,Pedestrian,02/05/2022,2022,5,May,2,2,Monday,1353,20220502135301,35.341594,-80.767711,-8991020.82,4210400.789
71879,1140775,2,Serious injury,14,Pedestrian,05/05/2022,2022,5,May,5,5,Thursday,1720,20220505172000,35.238750,-80.738032,-8987716.967,4196374.774
72739,1141635,2,Serious injury,29,Sideswipe; opposite direction,11/05/2022,2022,5,May,11,4,Wednesday,0630,20220511063101,35.117590,-80.875940,-9003068.82,4179873.593
73096,1141992,1,fatality,14,Pedestrian,14/05/2022,2022,5,May,15,1,Sunday,0035,20220515003501,35.254520,-80.779820,-8992368.788,4198524.354
73118,1142014,2,Serious injury,24,Left turn; different roadways,15/05/2022,2022,5,May,15,1,Sunday,0800,20220515080002,35.187220,-80.735740,-8987461.823,4189353.727
73256,1142152,1,fatality,23,Left turn; same roadway,16/05/2022,2022,5,May,16,2,Monday,2038,20220516203805,35.270920,-80.888630,-9004481.465,4200760.25
73629,1142525,2,Serious injury,2,Ran off road left,20/05/2022,2022,5,May,20,6,Friday,1144,20220520114400,35.345410,-80.736100,-8987501.899,4210921.564
73857,1142753,2,Serious injury,29,Sideswipe; opposite direction,22/05/2022,2022,5,May,22,1,Sunday,0341,20220522034101,35.260650,-80.786350,-8993095.704,4199360.035
74777,1143674,1,fatality,14,Pedestrian,29/05/2022,2022,5,May,29,1,Sunday,2157,20220529215701,35.218230,-80.780650,-8992461.183,4193578.356
75009,1143906,1,fatality,27,Head On,01/06/2022,2022,6,June,1,4,Wednesday,0140,20220601014000,35.312634,-80.836043,-8998627.506,4206449.379
75297,1144194,1,fatality,23,Left turn; same roadway,30/05/2022,2022,5,May,30,2,Monday,0745,20220530074503,35.178308,-80.880762,-9003605.603,4188139.903
75484,1144381,2,Serious injury,1,Ran off road right,05/06/2022,2022,6,June,5,1,Sunday,1058,20220605105803,35.303888,-80.982603,-9014942.495,4205256.319
84575,1162561,2,Serious injury,21,Rear end; slow or stop,10/06/2022,2022,6,June,10,6,Friday,1840,20220610184000,35.224580,-80.897520,-9005471.096,4194443.643
84598,1162584,2,Serious injury,1,Ran off road right,11/06/2022,2022,6,June,11,7,Saturday,0105,20220611010502,35.183360,-80.852360,-9000443.906,4188827.974
84692,1162678,2,Serious injury,2,Ran off road left,12/06/2022,2022,6,June,12,1,Sunday,1906,20220612190600,35.158268,-80.907630,-9006596.536,4185410.922
85053,1163039,2,Serious injury,30,Angle,15/06/2022,2022,6,June,15,4,Wednesday,2051,20220615205103,35.214773,-80.827928,-8997724.147,4193107.314
85950,1163939,2,Serious injury,30,Angle,24/06/2022,2022,6,June,24,6,Friday,2120,20220624212000,35.136444,-80.977806,-9014408.494,4182439.766
86305,1164294,2,Serious injury,14,Pedestrian,30/06/2022,2022,6,June,30,5,Thursday,0612,20220630061200,35.327599,-80.943206,-9010556.84,4208491.081
86440,1164429,1,fatality,21,Rear end; slow or stop,23/06/2022,2022,6,June,23,5,Thursday,1724,20220623172400,35.031511,-80.850810,-9000271.359,4168165.118
86499,1164488,1,fatality,14,Pedestrian,01/07/2022,2022,7,July,1,6,Friday,0538,20220701053801,35.209881,-80.757161,-8989846.398,4192440.776
86532,1164521,2,Serious injury,21,Rear end; slow or stop,01/07/2022,2022,7,July,1,6,Friday,1747,20220701174700,35.366920,-80.842466,-8999342.511,4213857.523
86627,1164616,2,Serious injury,30,Angle,02/07/2022,2022,7,July,2,7,Saturday,2202,20220702220200,35.412238,-80.906554,-9006476.757,4220045.665
87060,1165049,1,fatality,23,Left turn; same roadway,03/07/2022,2022,7,July,3,1,Sunday,1543,20220703154301,35.292133,-80.737674,-8987677.115,4203653.001
87103,1165092,2,Serious injury,14,Pedestrian,07/07/2022,2022,7,July,8,6,Friday,0019,20220708001901,35.202470,-80.730760,-8986907.452,4191431.1
87443,1165432,1,fatality,24,Left turn; different roadways,29/05/2022,2022,5,May,29,1,Sunday,2159,20220529215901,35.263465,-80.921230,-9008110.482,4199743.815
87943,1165935,1,fatality,14,Pedestrian,08/07/2022,2022,7,July,8,6,Friday,0159,20220708015900,35.210080,-80.700840,-8983576.771,4192467.89
88237,1166229,2,Serious injury,19,Fixed object,17/07/2022,2022,7,July,17,1,Sunday,0226,20220717022601,35.220921,-80.851202,-9000314.998,4193945.039
88934,1166927,2,Serious injury,13,Other non-collision*,21/07/2022,2022,7,July,21,5,Thursday,2204,20220721220402,35.422210,-80.831230,-8998091.725,4221407.802
89041,1167034,2,Serious injury,28,Sideswipe; same direction,23/07/2022,2022,7,July,23,7,Saturday,1124,20220723112404,35.273710,-80.966130,-9013108.728,4201140.67
89272,1167265,2,Serious injury,1,Ran off road right,25/07/2022,2022,7,July,25,2,Monday,1344,20220725134400,35.238338,-80.755418,-8989652.369,4196318.621
89664,1167657,2,Serious injury,21,Rear end; slow or stop,28/07/2022,2022,7,July,28,5,Thursday,2005,20220728200500,35.332455,-80.810016,-8995730.193,4209153.677
90658,1168651,2,Serious injury,28,Sideswipe; same direction,06/08/2022,2022,8,August,6,7,Saturday,0655,20220806065501,35.278863,-80.793538,-8993895.869,4201843.324
91384,1169377,1,fatality,14,Pedestrian,08/08/2022,2022,8,August,9,3,Tuesday,0018,20220809001800,35.202009,-80.786967,-8993164.388,4191368.296
91393,1169386,1,fatality,27,Head On,10/08/2022,2022,8,August,10,4,Wednesday,1545,20220810154501,35.309710,-80.974100,-9013995.945,4206050.495
91458,1169451,2,Serious injury,30,Angle,12/08/2022,2022,8,August,12,6,Friday,1809,20220812180901,35.091790,-81.016660,-9018733.703,4176362.977
91747,1169740,2,Serious injury,14,Pedestrian,15/08/2022,2022,8,August,15,2,Monday,2203,20220815220302,35.293740,-80.794335,-8993984.591,4203872.174
91828,1169821,1,fatality,21,Rear end; slow or stop,09/08/2022,2022,8,August,9,3,Tuesday,1111,20220809111100,35.235870,-80.880600,-9003587.569,4195982.251
91928,1169921,1,fatality,21,Rear end; slow or stop,17/08/2022,2022,8,August,17,4,Wednesday,0921,20220817092101,35.113490,-80.967880,-9013303.537,4179315.63
93044,1171037,2,Serious injury,24,Left turn; different roadways,26/08/2022,2022,8,August,26,6,Friday,1715,20220826171505,35.187233,-80.735765,-8987464.606,4189355.498
93085,1171078,1,fatality,28,Sideswipe; same direction,21/08/2022,2022,8,August,21,1,Sunday,0108,20220821010800,35.231817,-80.873814,-9002832.155,4195429.881
93091,1171084,1,fatality,1,Ran off road right,21/08/2022,2022,8,August,22,2,Monday,0045,20220822004504,35.255336,-80.836714,-8998702.201,4198635.592
93307,1171300,1,fatality,24,Left turn; different roadways,27/08/2022,2022,8,August,27,7,Saturday,1950,20220827195007,35.444272,-80.890341,-9004671.934,4224421.985
93664,1171657,1,fatality,23,Left turn; same roadway,30/08/2022,2022,8,August,30,3,Tuesday,1442,20220830144204,35.141729,-80.785488,-8992999.746,4183159.203
93736,1171729,2,Serious injury,1,Ran off road right,30/08/2022,2022,8,August,30,3,Tuesday,2350,20220830235601,35.140512,-80.836867,-8998719.232,4182993.531
94226,1172228,1,fatality,14,Pedestrian,07/09/2022,2022,9,September,8,5,Thursday,0036,20220903003600,35.240623,-80.658730,-8978889.107,4196630.058
94880,1172882,2,Serious injury,2,Ran off road left,08/09/2022,2022,9,September,8,5,Thursday,1654,20220908165401,35.206190,-80.795483,-8994112.385,4191937.902
95013,1173015,1,fatality,1,Ran off road right,04/09/2022,2022,9,September,4,1,Sunday,1746,20220904174602,35.249306,-80.764712,-8990686.972,4197813.597
95070,1173072,2,Serious injury,24,Left turn; different roadways,09/09/2022,2022,9,September,9,6,Friday,1607,20220909160700,35.440589,-80.865302,-9001884.604,4223918.744
95323,1173325,2,Serious injury,27,Head On,11/09/2022,2022,9,September,11,1,Sunday,2315,20220911232102,35.275889,-80.941398,-9010355.574,4201437.789
95948,1173950,2,Serious injury,21,Rear end; slow or stop,16/09/2022,2022,9,September,16,6,Friday,2039,20220916203905,35.147079,-80.724386,-8986197.901,4183887.534
96427,1174429,2,Serious injury,21,Rear end; slow or stop,20/09/2022,2022,9,September,20,3,Tuesday,0625,20220920062702,35.142633,-80.894506,-9005135.578,4183282.266
96727,1174729,2,Serious injury,14,Pedestrian,22/09/2022,2022,9,September,22,5,Thursday,0652,20220922065200,35.310008,-80.838857,-8998940.759,4206091.147
97532,1175534,2,Serious injury,1,Ran off road right,28/09/2022,2022,9,September,28,4,Wednesday,1206,20220928120600,35.213810,-80.990515,-9015823.255,4192976.1
98326,1176328,2,Serious injury,14,Pedestrian,04/10/2022,2022,10,October,4,3,Tuesday,2322,20221004232202,35.240951,-80.927739,-9008835.06,4196674.762
98697,1176699,1,fatality,24,Left turn; different roadways,29/09/2022,2022,9,September,29,5,Thursday,1828,20220929182801,35.055054,-80.847042,-8999851.908,4171366.213
98702,1176704,1,fatality,1,Ran off road right,02/10/2022,2022,10,October,2,1,Sunday,0443,20221002044300,35.262834,-80.772147,-8991514.633,4199657.788
99436,1177438,2,Serious injury,14,Pedestrian,13/10/2022,2022,10,October,13,5,Thursday,1718,20221013171800,35.246240,-80.899568,-9005699.078,4197395.669
99467,1177469,2,Serious injury,21,Rear end; slow or stop,14/10/2022,2022,10,October,14,6,Friday,0538,20221014053800,35.266618,-80.881937,-9003736.404,4200173.693
99551,1177554,1,fatality,1,Ran off road right,03/10/2022,2022,10,October,3,2,Monday,1401,20221003140103,35.161189,-80.800436,-8994663.75,4185808.653
99568,1177571,1,fatality,14,Pedestrian,09/10/2022,2022,10,October,9,1,Sunday,1901,20221009190101,35.232095,-80.851019,-9000294.626,4195467.768
99613,1177616,2,Serious injury,23,Left turn; same roadway,14/10/2022,2022,10,October,14,6,Friday,1157,20221014115701,35.046413,-80.808224,-8995530.706,4170191.206
99772,1177775,2,Serious injury,21,Rear end; slow or stop,15/10/2022,2022,10,October,15,7,Saturday,2238,20221015223802,35.229204,-80.861185,-9001426.301,4195073.779
100233,1178236,1,fatality,14,Pedestrian,19/10/2022,2022,10,October,19,4,Wednesday,1915,20221019191600,35.193911,-80.782874,-8992708.757,4190265.135
101008,1179011,1,fatality,23,Left turn; same roadway,25/10/2022,2022,10,October,25,3,Tuesday,1415,20221025141507,35.055712,-80.854722,-9000706.842,4171455.693
101760,1179764,2,Serious injury,2,Ran off road left,30/10/2022,2022,10,October,30,1,Sunday,1725,20221030172501,35.205156,-80.750016,-8989051.02,4191797.031
102099,1180103,2,Serious injury,24,Left turn; different roadways,01/11/2022,2022,11,November,1,3,Tuesday,2128,20221101212800,35.279468,-80.793483,-8993889.747,4201925.824
102454,1180458,1,fatality,24,Left turn; different roadways,01/11/2022,2022,11,November,1,3,Tuesday,0718,20221101071802,35.258084,-80.784238,-8992860.597,4199010.214
102846,1180850,1,fatality,2,Ran off road left,07/11/2022,2022,11,November,7,2,Monday,1117,20221107111704,35.051600,-80.849634,-9000140.448,4170896.521
103605,1181609,2,Serious injury,2,Ran off road left,12/11/2022,2022,11,November,12,7,Saturday,0643,20221112064300,35.219801,-80.847266,-8999876.844,4193792.423
104151,1182155,1,fatality,14,Pedestrian,14/11/2022,2022,11,November,14,2,Monday,0631,20221114063101,35.248167,-80.814954,-8996279.888,4197658.337
104184,1182188,2,Serious injury,28,Sideswipe; same direction,16/11/2022,2022,11,November,16,4,Wednesday,1952,20221116195200,35.233647,-80.806736,-8995365.064,4195679.283
105778,1183784,2,Serious injury,14,Pedestrian,27/09/2022,2022,9,September,27,3,Tuesday,0230,20220927023200,35.159737,-80.951431,-9011472.442,4185610.943
105879,1183885,1,fatality,1,Ran off road right,28/11/2022,2022,11,November,29,3,Tuesday,0010,20221129001000,35.237931,-80.858846,-9001165.924,4196263.149
105887,1183893,1,fatality,24,Left turn; different roadways,30/11/2022,2022,11,November,30,4,Wednesday,0540,20221130054002,35.154424,-80.794937,-8994051.604,4184887.536
105903,1183909,1,fatality,21,Rear end; slow or stop,30/11/2022,2022,12,December,1,5,Thursday,0034,20221201003400,35.218220,-80.817576,-8996571.768,4193576.993
105904,1183910,1,fatality,21,Rear end; slow or stop,01/12/2022,2022,12,December,1,5,Thursday,0113,20221201011301,35.247817,-80.896242,-9005328.829,4197610.628
105929,1183935,1,fatality,1,Ran off road right,02/12/2022,2022,12,December,2,6,Friday,1123,20221202112301,35.316102,-80.840470,-8999120.317,4206922.491
106127,1184133,2,Serious injury,23,Left turn; same roadway,03/12/2022,2022,12,December,3,7,Saturday,2111,20221203211102,35.292104,-80.796501,-8994225.709,4203649.046
106829,1184835,2,Serious injury,24,Left turn; different roadways,09/12/2022,2022,12,December,9,6,Friday,1837,20221209183900,35.123673,-80.945016,-9010758.327,4180701.471
106912,1193567,1,fatality,2,Ran off road left,04/06/2022,2022,6,June,4,7,Saturday,0604,20220604060401,35.251030,-80.790920,-8993604.434,4198048.602
106938,1193593,2,Serious injury,27,Head On,25/11/2022,2022,11,November,25,6,Friday,2100,20221125210100,35.165010,-80.911516,-9007029.123,4186328.95
106994,1193649,1,fatality,23,Left turn; same roadway,08/12/2022,2022,12,December,8,5,Thursday,0520,20221208052001,35.094522,-81.005109,-9017447.851,4176734.668
107280,1193935,2,Serious injury,2,Ran off road left,11/12/2022,2022,12,December,11,1,Sunday,1517,20221211151701,35.250943,-80.941402,-9010356.019,4198036.742
107300,1193955,1,fatality,14,Pedestrian,11/12/2022,2022,12,December,11,1,Sunday,2001,20221211200100,35.201262,-80.779736,-8992359.437,4191266.531
107389,1194044,2,Serious injury,14,Pedestrian,12/12/2022,2022,12,December,12,2,Monday,1612,20221212161200,35.410495,-80.850418,-9000227.724,4219807.596
107413,1194068,2,Serious injury,2,Ran off road left,12/12/2022,2022,12,December,12,2,Monday,1822,20221212182201,35.062082,-80.819670,-8996804.87,4172321.975
107435,1194090,1,fatality,2,Ran off road left,13/12/2022,2022,12,December,13,3,Tuesday,0130,20221213013000,35.254150,-80.755350,-8989644.799,4198473.915
107707,1194362,2,Serious injury,14,Pedestrian,14/12/2022,2022,12,December,15,5,Thursday,0028,20221215002800,35.249274,-80.815249,-8996312.727,4197809.234
107767,1194422,2,Serious injury,30,Angle,15/12/2022,2022,12,December,15,5,Thursday,1124,20221215112401,35.167260,-80.821817,-8997043.873,4186635.34
107857,1194512,1,fatality,14,Pedestrian,15/12/2022,2022,12,December,15,5,Thursday,1936,20221215193601,35.138146,-80.738607,-8987780.975,4182671.452
107934,1194589,2,Serious injury,1,Ran off road right,16/12/2022,2022,12,December,16,6,Friday,1309,20221216130900,35.207161,-80.796775,-8994256.21,4192070.192
109113,1195768,2,Serious injury,14,Pedestrian,26/12/2022,2022,12,December,26,2,Monday,0954,20221226095401,35.262998,-80.854685,-9000702.724,4199680.146
109198,1195853,1,fatality,2,Ran off road left,27/12/2022,2022,12,December,27,3,Tuesday,0849,20221227083500,35.211792,-80.895577,-9005254.802,4192701.146
